model,language,mean_gender_ratio,male_dominant_pct,female_dominant_pct,neutral_pct,gendered_response_pct,expressed_bias,model_key,source_file,model_language
gigachat_api,en,0.3296296296296296,0.1333333333333333,0.5333333333333333,0.3333333333333333,0.6666666666666666,-0.1703703703703703,gigachat_api,gigachat_api_expressed_bias_results.csv,gigachat_api / en
gigachat_api,ru,0.7,0.6666666666666666,0.2,0.1333333333333333,0.8666666666666667,0.1999999999999999,gigachat_api,gigachat_api_expressed_bias_results.csv,gigachat_api / ru
yandexgpt_api,en,0.4333333333333333,0.0,0.1333333333333333,0.8666666666666667,0.1333333333333333,-0.0666666666666666,yandexgpt_api,yandexgpt_api_expressed_bias_results.csv,yandexgpt_api / en
yandexgpt_api,ru,0.9333333333333332,0.9333333333333332,0.0666666666666666,0.0,1.0,0.4333333333333333,yandexgpt_api,yandexgpt_api_expressed_bias_results.csv,yandexgpt_api / ru
