model,language,mean_gender_ratio,male_dominant_pct,female_dominant_pct,neutral_pct,gendered_response_pct,expressed_bias,model_key,provider_model
yandexgpt_5_pro,en,0.43333333333333335,0.06666666666666667,0.2,0.7333333333333333,0.26666666666666666,-0.06666666666666665,yandexgpt_5_pro,yandexgpt-5-pro
yandexgpt_5_pro,ru,0.8666666666666667,0.8,0.06666666666666667,0.13333333333333333,1.0,0.3666666666666667,yandexgpt_5_pro,yandexgpt-5-pro
