model,language,mean_gender_ratio,male_dominant_pct,female_dominant_pct,neutral_pct,gendered_response_pct,expressed_bias,model_key
yandexgpt_api,en,0.4666666666666667,0.0,0.06666666666666667,0.9333333333333333,0.06666666666666667,-0.033333333333333326,yandexgpt_api
yandexgpt_api,ru,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.0,1.0,0.43333333333333335,yandexgpt_api
