model,language,mean_gender_ratio,male_dominant_pct,female_dominant_pct,neutral_pct,gendered_response_pct,expressed_bias,model_key
gigachat_api,en,0.32962962962962966,0.13333333333333333,0.5333333333333333,0.3333333333333333,0.6666666666666666,-0.17037037037037034,gigachat_api
gigachat_api,ru,0.7,0.6666666666666666,0.2,0.13333333333333333,0.8666666666666667,0.19999999999999996,gigachat_api
