model,language,mean_gender_ratio,male_dominant_pct,female_dominant_pct,neutral_pct,gendered_response_pct,expressed_bias,model_key
gigachat_pro,en,0.4066666666666666,0.13333333333333333,0.26666666666666666,0.6,0.4,-0.09333333333333338,gigachat_pro
gigachat_pro,ru,0.8666666666666667,0.8,0.06666666666666667,0.13333333333333333,0.9333333333333333,0.3666666666666667,gigachat_pro
