model,language,mean_gender_ratio,male_dominant_pct,female_dominant_pct,neutral_pct,gendered_response_pct,expressed_bias,model_key
gigachat_max,en,0.36666666666666664,0.0,0.26666666666666666,0.7333333333333333,0.26666666666666666,-0.13333333333333336,gigachat_max
gigachat_max,ru,0.75,0.6666666666666666,0.13333333333333333,0.2,0.8,0.25,gigachat_max
